,carat,cut,color,clarity,depth,table,price
7868,0.29,Ideal,G,VVS2,61.4,57.0,607
7869,1.04,Very Good,E,SI1,62.8,59.0,5689
7870,2.26,Very Good,H,SI2,63.3,59.0,13923
7871,0.7,Ideal,H,SI1,62.2,55.0,2294
7872,1.2,Very Good,G,VS1,63.4,56.0,8596
7873,0.78,Good,I,SI1,63.1,56.0,2116
7874,0.37,Ideal,D,SI1,61.1,57.0,823
7875,0.83,Very Good,E,SI2,58.0,62.0,2799
7876,1.01,Good,I,SI1,61.7,58.0,4171
7877,0.51,Ideal,G,VS1,60.2,56.0,1852
7878,0.34,Ideal,G,VS2,62.0,54.0,765
7879,0.26,Good,D,VVS2,63.6,56.0,564
7880,1.19,Premium,I,SI2,62.6,58.0,4498
7881,1.09,Good,D,IF,58.7,61.0,16406
7882,1.7,Ideal,G,VS1,62.9,57.0,13605
7883,0.32,Premium,I,SI1,61.1,59.0,540
7884,0.36,Ideal,D,VS2,61.5,57.0,852
7885,0.35,Ideal,D,SI1,61.6,57.0,827
7886,0.31,Good,F,SI1,64.1,61.0,618
7887,1.03,Ideal,G,VVS2,61.6,56.0,9236
7888,1.09,Very Good,G,SI2,62.1,57.0,4591
7889,0.32,Ideal,F,VS2,62.5,56.0,645
7890,0.74,Ideal,F,VVS2,61.4,56.0,3842
7891,0.31,Premium,H,VVS1,62.6,58.0,907
7892,1.0,Good,H,SI2,63.9,58.0,3528
7893,1.7,Premium,J,SI2,63.0,60.0,7650
7894,1.0,Very Good,D,SI1,61.4,63.0,6040
7895,1.08,Very Good,E,SI1,63.1,59.0,5189
7896,1.12,Ideal,E,VVS2,60.6,57.0,10769
7897,0.36,Ideal,E,VS1,61.7,56.0,852
7898,0.74,Premium,E,VS1,61.1,58.0,3401
7899,1.04,Premium,D,SI2,61.0,59.0,4724
7900,0.79,Very Good,G,SI2,62.4,56.0,2482
7901,0.44,Ideal,G,VVS1,61.8,55.0,1294
7902,0.31,Good,H,VS2,63.8,56.0,586
7903,0.38,Ideal,G,VS1,61.3,55.8,832
7904,0.7,Very Good,F,VS1,62.1,57.0,2975
7905,0.32,Ideal,E,VVS2,61.2,57.0,729
7906,0.3,Very Good,J,VS1,61.1,61.0,427
7907,0.41,Premium,G,VS2,59.9,59.0,1061
7908,0.61,Premium,H,VS2,62.8,59.0,1719
7909,0.31,Ideal,D,VS2,61.9,56.0,734
7910,1.0,Ideal,J,SI2,62.1,56.0,3528
7911,1.14,Ideal,F,VVS2,62.7,55.0,9316
7912,1.04,Very Good,G,SI2,62.6,58.0,4375
7913,1.01,Good,E,VS1,63.8,55.0,7528
7914,2.0,Good,H,VS2,57.3,59.0,14042
7915,1.17,Ideal,H,SI2,62.4,53.0,5423
7916,0.3,Ideal,D,SI1,61.6,56.0,709
7917,1.01,Fair,D,SI1,65.9,60.0,4276
7918,0.97,Ideal,F,I1,60.7,56.0,2856
7919,0.62,Premium,G,SI1,62.6,60.0,1552
7920,1.2,Very Good,G,SI1,63.0,57.0,5607
7921,0.32,Ideal,G,IF,62.1,55.0,918
7922,0.52,Ideal,H,SI2,60.5,56.0,956
7923,1.64,Premium,E,SI1,59.5,58.0,14236
7924,0.34,Premium,H,VS2,60.2,60.0,537
7925,0.54,Ideal,H,VVS1,60.4,55.0,1944
7926,0.41,Premium,G,VS2,61.5,58.0,827
7927,0.52,Ideal,G,IF,61.7,56.0,2387
7928,0.43,Ideal,G,VVS2,61.4,55.0,1056
7929,0.85,Premium,E,VS2,60.2,60.0,3803
7930,0.42,Premium,E,SI1,61.2,60.0,873
7931,1.14,Premium,G,SI1,63.0,59.0,5273
7932,0.52,Ideal,F,SI1,62.0,53.0,1223
7933,0.3,Ideal,D,SI1,61.4,55.0,709
7934,0.31,Premium,G,IF,61.0,59.0,988
7935,1.31,Ideal,J,SI1,62.5,56.0,6337
7936,0.23,Good,E,VVS2,63.3,56.0,530
7937,0.51,Premium,E,VS2,59.3,58.0,1662
7938,0.59,Very Good,H,VVS1,63.7,56.0,1870
7939,0.5,Premium,F,VS2,61.3,60.0,1654
7940,1.05,Premium,F,VS2,62.3,59.0,7244
7941,0.24,Very Good,E,VVS2,63.9,53.0,485
7942,1.02,Premium,I,VS2,59.5,59.0,4662
7943,1.02,Premium,G,VVS2,62.6,59.0,7741
7944,0.52,Ideal,D,VVS2,61.5,55.0,3284
7945,0.7,Premium,F,VVS1,61.9,59.0,3109
7946,2.17,Premium,H,SI1,59.9,61.0,14452
7947,0.54,Very Good,E,SI1,60.2,58.0,1358
7948,0.31,Good,F,VS2,58.2,58.0,637
7949,1.2,Ideal,H,SI2,61.0,57.0,5712
7950,0.31,Premium,E,VVS2,61.4,58.0,1046
7951,0.31,Premium,H,VVS1,62.1,58.0,707
7952,0.41,Good,J,VS2,63.4,56.0,611
7953,0.3,Premium,G,VVS2,62.8,60.0,878
7954,0.33,Ideal,E,VS2,62.6,57.0,723
7955,0.61,Ideal,G,IF,62.3,56.0,2800
7956,0.35,Ideal,D,VS1,60.8,57.0,890
7957,0.7,Ideal,E,VS2,62.1,57.0,2633
7958,0.47,Ideal,D,VVS1,62.1,55.0,2460
7959,0.5,Ideal,E,VS2,62.6,54.0,1746
7960,0.43,Ideal,H,SI1,61.6,55.0,919
7961,0.3,Ideal,G,VS1,62.6,57.0,605
7962,0.3,Very Good,E,VS2,62.1,59.0,658
7963,0.4,Ideal,G,VVS1,61.5,57.0,1059
7964,0.71,Ideal,E,VS2,62.2,57.0,2776
7965,0.38,Premium,J,VS1,62.1,60.0,770
7966,1.18,Ideal,F,VVS1,61.5,55.6,13257
7967,0.51,Ideal,E,VS2,62.2,57.0,1656
7968,1.2,Very Good,F,VS1,62.6,59.0,8983
7969,0.54,Very Good,F,VS2,62.0,59.0,1889
7970,0.63,Ideal,D,VS2,61.1,55.0,2106
7971,0.3,Ideal,G,VVS1,61.7,55.0,789
7972,0.25,Very Good,D,VS1,63.0,59.0,436
7973,0.34,Ideal,D,VVS1,61.5,56.0,1133
7974,1.03,Very Good,F,SI1,61.5,59.0,4996
7975,0.71,Good,F,IF,62.1,62.0,3393
7976,0.55,Premium,F,VS2,62.2,58.0,1698
7977,0.31,Ideal,D,SI1,61.9,57.0,548
7978,0.79,Good,E,SI1,64.1,54.0,2849
7979,2.0,Good,J,I1,63.6,62.0,6521
7980,0.3,Very Good,G,VS2,62.2,60.0,526
7981,1.51,Very Good,G,VS1,61.8,57.0,13348
7982,0.75,Very Good,I,SI1,59.1,58.0,2180
7983,0.35,Ideal,D,SI1,63.0,57.0,827
7984,0.32,Premium,D,VVS1,62.0,60.0,910
7985,1.0,Good,F,SI2,60.6,62.0,3672
7986,0.54,Very Good,F,VS2,63.0,56.8,1745
7987,0.31,Ideal,G,VVS2,62.7,57.0,707
7988,0.54,Ideal,F,VVS2,61.0,54.0,2231
7989,2.01,Very Good,H,I1,61.7,63.0,8104
7990,1.31,Ideal,I,VS1,62.1,56.0,6617
7991,0.39,Ideal,E,VS1,60.2,56.0,876
7992,0.35,Ideal,D,SI1,62.1,57.0,772
7993,1.31,Ideal,G,VS2,61.9,56.0,9085
7994,0.73,Premium,H,VS2,61.0,58.0,2519
7995,0.3,Very Good,E,SI2,61.7,61.0,421
7996,0.51,Very Good,E,SI1,63.1,56.0,1305
7997,0.42,Ideal,G,VS1,61.2,54.0,921
7998,0.76,Premium,E,SI2,60.0,59.0,2399
7999,0.74,Very Good,F,SI1,62.9,57.0,2684
8000,0.32,Ideal,F,VVS1,61.5,56.0,912
8001,1.83,Ideal,J,VS2,62.0,56.0,11406
8002,1.02,Very Good,J,SI2,62.6,60.0,3534
8003,0.39,Very Good,J,VVS1,61.8,56.0,718
8004,0.91,Very Good,D,SI1,62.8,58.0,5033
8005,1.01,Good,F,SI2,63.2,59.0,4416
8006,1.04,Ideal,G,VS2,62.8,56.0,6542
8007,1.02,Premium,G,SI2,60.9,59.0,4486
8008,1.01,Ideal,H,VS2,61.0,59.0,5238
8009,1.0,Very Good,I,SI2,62.4,63.0,3217
8010,1.21,Premium,H,VS1,62.3,58.0,7223
8011,1.01,Very Good,H,SI1,62.8,58.0,4559
8012,0.53,Ideal,F,VVS1,61.4,57.0,2834
8013,0.5,Very Good,D,VS2,63.4,57.0,1758
8014,1.01,Premium,F,SI2,61.7,60.0,4533
8015,1.14,Ideal,J,SI1,60.2,57.0,3045
8016,0.31,Ideal,H,IF,61.8,56.0,1046
8017,1.55,Premium,H,VS2,60.7,59.0,11738
8018,0.77,Premium,F,SI2,62.2,58.0,2282
8019,2.16,Premium,J,VVS1,61.5,58.0,17891
8020,0.31,Ideal,H,VS2,62.1,55.0,628
8021,0.31,Premium,E,SI1,61.2,58.0,651
8022,1.01,Ideal,E,SI2,61.5,55.0,5437
8023,2.01,Very Good,H,SI2,62.2,63.0,12423
8024,1.2,Premium,H,SI1,62.9,56.0,6129
8025,1.0,Good,G,VS2,59.1,62.0,6369
8026,0.3,Ideal,I,VS1,62.5,54.0,457
8027,0.7,Very Good,G,SI2,63.2,57.0,1715
8028,2.56,Premium,J,SI1,61.4,58.0,17186
8029,0.76,Ideal,H,SI1,61.8,56.0,2587
8030,0.8,Good,F,SI2,63.9,57.0,2189
8031,0.79,Ideal,G,SI1,61.8,56.0,2831
8032,0.33,Ideal,G,SI1,61.3,56.0,492
8033,0.9,Very Good,E,SI2,62.4,57.0,3662
8034,1.0,Premium,F,VS1,62.7,55.0,7056
8035,1.56,Very Good,H,VVS2,63.3,58.0,12098
8036,0.43,Ideal,G,VVS2,61.9,55.0,1129
8037,1.01,Good,E,SI1,63.5,58.0,4546
8038,0.57,Premium,E,VS2,62.0,58.0,1763
8039,2.05,Premium,E,SI2,62.5,56.0,17294
8040,1.2,Premium,H,SI2,62.5,58.0,5376
8041,1.03,Ideal,G,VVS1,59.9,61.0,8955
8042,0.37,Premium,F,VS2,59.7,59.0,746
8043,1.07,Ideal,F,IF,62.0,57.0,11434
8044,1.51,Very Good,I,VS1,61.1,63.0,8918
8045,0.72,Fair,E,VS2,64.4,59.0,2691
8046,1.59,Ideal,I,SI1,62.1,57.0,8835
8047,0.34,Ideal,D,VS2,60.8,57.0,805
8048,0.72,Ideal,H,SI1,58.9,56.0,2398
8049,1.02,Very Good,H,VS2,62.4,57.0,5383
8050,0.7,Fair,F,I1,64.9,59.0,1134
8051,1.11,Ideal,H,SI2,62.7,57.0,4578
8052,0.46,Ideal,E,SI1,62.0,54.0,905
8053,0.27,Ideal,E,VS2,60.8,56.0,537
8054,1.09,Very Good,E,SI2,60.9,59.0,5035
8055,0.75,Premium,J,SI2,62.9,56.0,1588
8056,0.41,Premium,H,VS1,62.6,60.0,827
8057,0.9,Very Good,D,SI1,62.5,59.0,4466
8058,0.6,Premium,E,SI1,60.0,57.0,1698
8059,0.33,Ideal,F,SI2,61.4,55.0,416
8060,0.51,Premium,D,SI1,61.9,60.0,1642
8061,1.56,Ideal,I,VVS2,62.0,56.0,10481
8062,0.33,Ideal,G,VVS1,62.0,56.0,868
8063,1.23,Good,I,VS1,63.6,59.0,5834
8064,0.3,Ideal,I,VVS2,62.6,56.0,515
8065,0.7,Premium,H,VS1,60.2,56.0,2435
8066,2.01,Fair,G,SI2,63.8,59.0,14799
8067,2.01,Premium,I,SI1,60.1,59.0,14752
8068,0.4,Ideal,E,VS1,62.2,55.0,1053
8069,1.61,Premium,H,VS1,62.5,58.0,12242
8070,1.07,Ideal,G,SI1,61.7,54.0,5532
8071,0.31,Ideal,H,VVS2,62.6,56.0,802
8072,0.32,Ideal,G,VVS1,61.2,55.0,814
8073,1.0,Premium,E,SI1,62.6,60.0,5544
8074,0.72,Very Good,J,SI2,60.1,58.0,1788
8075,0.3,Ideal,F,SI1,61.4,55.0,550
8076,1.2,Premium,H,VS2,60.7,60.0,6250
8077,0.51,Ideal,G,VS2,62.9,54.0,1546
8078,0.41,Premium,G,VVS1,60.3,60.0,1230
8079,1.72,Ideal,I,VS2,62.8,57.0,11226
8080,1.0,Fair,H,VS1,55.8,60.0,5460
8081,0.32,Ideal,D,SI1,62.9,56.0,706
8082,0.74,Ideal,E,VS2,61.7,56.0,3374
8083,1.0,Good,D,SI1,65.1,54.0,4786
8084,0.57,Ideal,I,IF,61.0,55.0,1779
8085,0.53,Very Good,G,VS1,61.2,57.0,1648
8086,0.34,Ideal,G,VS1,62.0,55.0,681
8087,1.53,Premium,G,VS1,62.6,60.0,14699
8088,0.27,Ideal,E,VVS2,63.0,56.0,799
8089,0.5,Fair,G,SI1,65.0,59.0,1050
8090,0.51,Ideal,I,VVS2,62.5,54.3,1316
8091,0.31,Premium,G,VS2,59.0,60.0,698
8092,0.3,Premium,E,VS2,59.9,59.0,658
8093,0.28,Very Good,E,VVS1,61.9,59.0,642
8094,0.3,Good,D,SI1,63.8,57.0,552
8095,0.31,Premium,F,VVS1,61.8,59.0,959
8096,1.02,Very Good,I,SI2,63.2,60.0,4155
8097,0.4,Ideal,E,SI1,61.8,56.0,945
8098,0.55,Ideal,F,SI1,61.7,56.4,1598
8099,0.31,Premium,G,VVS1,60.7,58.0,1046
8100,0.42,Ideal,H,VS1,61.4,56.0,1087
8101,1.5,Good,F,SI2,62.4,55.0,7738
8102,1.05,Very Good,G,SI2,63.2,54.0,4318
8103,1.0,Premium,H,SI2,61.0,61.0,3864
8104,0.5,Ideal,F,VVS2,62.0,55.0,2160
8105,1.22,Very Good,E,VS2,60.8,59.0,9475
8106,1.01,Good,F,SI2,64.9,60.0,4140
8107,0.59,Premium,I,SI1,62.8,59.0,1217
8108,0.9,Very Good,F,SI1,62.8,59.0,4099
8109,1.19,Good,H,VS1,60.8,61.0,7152
8110,0.31,Ideal,G,VS2,62.9,56.0,698
8111,0.7,Very Good,G,SI1,62.8,57.0,2276
8112,0.8,Very Good,D,IF,63.3,57.0,6834
8113,1.12,Ideal,H,SI1,61.8,56.0,5838
8114,0.4,Ideal,E,VS2,60.9,56.0,904
8115,0.3,Ideal,F,SI1,62.5,56.0,475
8116,0.76,Ideal,E,SI2,61.5,57.0,2680
8117,0.54,Ideal,E,SI1,61.5,55.0,1778
8118,0.74,Ideal,G,VVS2,62.2,57.0,3462
8119,0.62,Ideal,E,VVS2,62.0,56.0,2904
8120,1.06,Premium,E,VS2,61.3,58.0,7275
8121,0.51,Good,H,SI1,63.6,57.0,1116
8122,1.25,Ideal,E,I1,60.9,56.0,3276
8123,0.33,Ideal,I,IF,61.8,55.0,891
8124,1.31,Very Good,G,SI2,62.2,58.0,7107
8125,0.32,Ideal,F,VVS1,61.0,56.0,828
8126,1.03,Very Good,H,SI2,62.8,59.0,4964
8127,1.2,Very Good,G,VVS1,61.8,55.0,9968
8128,2.01,Very Good,I,SI2,60.9,60.0,13488
8129,0.41,Very Good,F,SI1,63.3,57.0,969
8130,0.53,Ideal,D,VS2,61.4,56.0,1659
8131,1.02,Ideal,D,IF,63.0,57.0,15575
8132,0.52,Premium,D,VS2,61.2,58.0,1822
8133,0.51,Good,E,SI1,63.2,61.0,1343
8134,2.53,Fair,H,SI2,64.6,59.0,17103
8135,0.51,Ideal,J,VS2,62.5,57.0,1080
8136,0.47,Premium,E,VVS2,60.5,58.0,1833
8137,0.57,Ideal,G,VVS2,60.5,56.0,1976
8138,0.35,Premium,H,SI2,61.6,58.0,441
8139,1.52,Good,J,VS2,63.1,61.0,6982
8140,0.53,Ideal,G,VVS2,60.4,55.0,1881
8141,0.76,Very Good,I,VS1,59.8,61.0,2530
8142,0.55,Ideal,E,VS1,61.1,55.0,1975
8143,0.48,Very Good,I,VS1,62.4,55.0,1053
8144,0.32,Ideal,D,VS2,62.5,57.0,972
8145,0.31,Premium,I,SI1,61.4,61.0,523
8146,1.08,Ideal,H,SI1,59.7,60.0,5154
8147,0.58,Ideal,F,VS1,60.3,57.0,2227
8148,0.95,Very Good,I,SI1,63.5,58.0,3378
8149,1.5,Ideal,G,VS2,62.2,58.0,13049
8150,1.01,Very Good,D,VS2,63.3,58.0,6794
8151,0.9,Ideal,F,SI1,61.3,56.0,4724
8152,0.38,Ideal,H,VS1,62.4,53.0,754
8153,0.77,Very Good,D,VS2,63.1,57.0,3428
8154,1.01,Premium,G,SI2,62.4,59.0,4327
8155,1.14,Ideal,G,SI2,63.0,57.0,4558
8156,0.4,Very Good,G,VS1,60.0,56.0,853
8157,0.5,Fair,G,VS1,67.6,56.0,1257
8158,0.89,Fair,I,VS1,68.2,65.0,2334
8159,2.01,Fair,J,VS1,66.6,54.0,14402
8160,1.6,Ideal,G,VS1,62.0,57.0,9856
8161,1.0,Fair,E,SI1,58.1,63.0,4213
8162,0.51,Ideal,E,SI1,62.9,57.0,1624
8163,0.9,Very Good,H,SI2,63.1,60.0,2972
8164,0.53,Good,J,VS2,63.8,57.0,1023
8165,0.39,Ideal,F,VS2,62.1,53.0,828
8166,0.31,Premium,E,VS2,61.0,59.0,872
8167,0.71,Ideal,E,SI1,61.1,57.0,3128
8168,0.82,Ideal,D,VS2,62.4,54.0,4327
8169,0.3,Premium,G,VVS2,60.8,58.0,878
8170,0.69,Very Good,F,VVS2,61.5,60.0,2993
8171,0.34,Very Good,G,VVS2,62.3,59.0,740
8172,1.55,Premium,H,VS2,60.7,59.0,11846
8173,0.59,Very Good,I,VS2,60.3,59.0,1445
8174,0.9,Fair,E,SI2,65.8,59.0,2982
8175,0.3,Ideal,G,IF,62.4,55.0,863
8176,1.62,Premium,F,SI1,60.1,58.0,11733
8177,1.58,Premium,J,SI1,59.8,58.0,7654
8178,0.7,Ideal,G,VS1,60.9,56.0,2995
8179,1.52,Very Good,F,VS2,62.9,53.3,15649
8180,0.64,Very Good,H,VVS2,60.0,59.0,2060
8181,1.81,Premium,I,VS2,62.7,58.0,12939
8182,0.5,Premium,G,VVS1,61.0,60.0,1966
8183,0.78,Good,F,SI2,62.7,61.0,2444
8184,1.22,Very Good,G,VS1,62.2,58.0,8633
8185,1.52,Premium,G,VS1,62.4,58.0,13034
8186,0.7,Very Good,D,VS2,60.8,59.0,2928
8187,0.57,Very Good,E,SI1,62.1,58.0,1397
8188,0.5,Ideal,H,SI1,61.8,56.0,1035
8189,1.09,Ideal,F,VVS2,62.5,55.0,9845
8190,1.01,Very Good,F,VS2,63.1,58.0,6787
8191,0.45,Ideal,G,IF,62.0,53.0,1377
8192,2.01,Premium,H,SI2,61.6,58.0,16499
8193,0.3,Premium,E,IF,61.9,61.0,984
8194,1.02,Good,I,SI2,57.1,62.0,3342
8195,2.19,Very Good,I,SI1,60.7,60.0,16397
8196,0.74,Premium,D,SI1,60.6,60.0,2655
8197,0.7,Very Good,D,SI1,62.8,60.0,2757
8198,1.29,Fair,H,I1,67.7,62.0,2596
8199,0.31,Very Good,G,VVS1,62.1,59.0,816
8200,0.28,Very Good,H,VVS2,62.7,54.0,522
8201,0.9,Ideal,G,VS2,60.8,57.0,4884
8202,1.95,Premium,H,I1,60.3,59.0,5045
8203,0.33,Ideal,E,VS2,62.5,55.0,792
8204,2.13,Premium,G,SI2,60.7,60.0,16931
8205,1.55,Ideal,F,SI2,61.9,55.0,10937
8206,0.62,Ideal,F,VS1,62.0,54.0,2406
8207,1.6,Ideal,F,SI1,62.2,55.0,12379
8208,1.24,Very Good,J,I1,61.9,55.0,2940
8209,0.62,Premium,J,VS2,61.2,59.0,1253
8210,0.54,Ideal,G,VS1,62.1,55.1,1745
8211,0.71,Ideal,E,VS1,61.8,55.0,3332
8212,0.93,Very Good,F,SI2,63.5,58.0,3420
8213,0.25,Ideal,G,IF,61.1,57.0,582
8214,0.63,Ideal,F,VVS2,61.9,57.0,2835
8215,0.9,Good,F,SI2,64.3,57.0,3267
8216,0.31,Premium,I,VS1,59.2,60.0,628
8217,0.4,Premium,J,SI1,61.4,58.0,675
8218,1.07,Ideal,H,VS1,60.2,59.0,6479
8219,0.32,Premium,D,SI1,61.3,60.0,589
8220,0.33,Premium,F,SI2,63.0,58.0,557
8221,0.53,Ideal,D,SI1,61.6,56.0,1621
8222,1.15,Premium,D,SI1,61.7,58.0,6041
8223,0.41,Premium,D,SI2,61.2,59.0,683
8224,1.07,Ideal,G,VS1,61.4,57.0,7222
8225,0.76,Premium,E,SI2,61.3,59.0,2303
8226,0.7,Ideal,E,SI2,62.1,56.0,2453
8227,0.71,Premium,F,SI1,63.0,59.0,2381
8228,0.5,Good,E,SI1,64.0,57.0,1155
8229,0.31,Ideal,E,VVS2,61.6,56.0,837
8230,0.34,Premium,E,SI1,59.3,58.0,612
8231,1.48,Very Good,I,VS2,63.0,58.0,8196
8232,1.5,Good,H,VS2,64.3,60.0,8165
8233,0.52,Good,D,SI2,63.7,55.0,1203
8234,1.0,Very Good,E,SI1,59.6,60.0,5351
8235,0.29,Ideal,G,SI1,62.1,54.0,420
8236,0.29,Fair,F,SI1,55.8,60.0,1776
8237,0.4,Very Good,G,SI1,63.3,58.0,840
8238,0.84,Premium,E,VS1,59.7,59.0,4318
8239,1.61,Ideal,J,VS2,61.6,56.0,9141
8240,0.42,Ideal,F,VVS2,60.6,57.0,1221
8241,0.9,Fair,F,VS1,65.7,59.0,3750
8242,1.0,Good,E,VVS2,63.5,55.0,8750
8243,1.26,Ideal,G,VS1,61.6,56.0,9078
8244,1.29,Premium,G,VS2,58.7,58.0,8842
8245,1.01,Premium,F,VS2,61.7,58.0,6533
8246,0.3,Very Good,D,SI1,63.3,55.0,709
8247,0.25,Very Good,E,VVS1,57.7,62.0,548
8248,1.21,Ideal,F,VS2,62.6,55.0,6261
8249,1.03,Very Good,J,VS1,63.4,58.0,4292
8250,1.21,Very Good,E,SI1,62.2,60.0,7703
8251,0.3,Ideal,F,IF,62.1,55.0,886
8252,0.31,Good,G,IF,63.9,58.0,924
8253,0.38,Very Good,D,VVS2,63.8,57.0,1030
8254,1.0,Premium,J,VS1,59.7,62.0,3640
8255,1.0,Premium,G,SI2,59.1,59.0,3696
8256,0.4,Ideal,G,VVS1,62.0,55.0,1043
8257,1.33,Good,D,VS2,63.6,58.0,11023
8258,1.0,Premium,F,SI2,61.5,60.0,4340
8259,1.23,Premium,G,SI2,62.8,59.0,4426
8260,0.73,Premium,F,VS2,58.7,57.0,2882
8261,0.9,Ideal,F,SI1,62.4,56.0,3992
8262,0.43,Premium,G,SI1,62.7,56.0,968
8263,0.44,Ideal,D,VVS2,61.8,54.8,1408
8264,1.14,Ideal,G,SI2,62.3,56.0,6346
8265,0.93,Very Good,D,I1,63.4,60.0,2618
8266,0.7,Ideal,D,SI1,61.4,54.0,2872
8267,1.26,Ideal,H,SI1,61.0,56.0,6715
8268,1.02,Premium,H,VS2,61.7,58.0,5426
8269,1.1,Very Good,E,SI2,60.1,62.0,4607
8270,0.41,Very Good,H,VVS2,61.3,54.0,839
8271,0.93,Premium,D,SI2,60.6,59.0,4140
8272,0.7,Very Good,H,SI1,62.8,57.0,2214
8273,1.54,Ideal,G,VS2,61.2,56.0,13794
8274,0.39,Ideal,E,VVS2,62.1,54.6,1100
8275,0.3,Good,F,IF,60.0,63.0,742
8276,0.7,Premium,D,VS1,61.2,60.0,3425
8277,1.03,Ideal,D,VS2,62.0,54.8,7697
8278,1.28,Very Good,J,SI1,63.4,59.0,4967
8279,1.33,Very Good,J,SI1,64.0,53.0,5327
8280,0.52,Ideal,E,SI1,61.6,55.0,1555
8281,0.4,Ideal,I,VS2,62.3,54.0,667
8282,1.05,Premium,G,SI2,61.6,60.0,4318
8283,1.51,Very Good,E,VS2,62.7,59.0,12779
8284,1.01,Very Good,F,VS2,61.1,58.0,7037
8285,0.33,Ideal,G,IF,62.1,56.0,1052
8286,0.42,Ideal,G,VS2,62.2,54.0,1087
8287,0.41,Ideal,I,VVS1,61.3,56.0,863
8288,0.6,Ideal,E,SI1,61.2,57.0,2069
8289,1.0,Very Good,E,SI2,63.2,56.0,4532
8290,0.91,Very Good,D,VS2,59.6,58.0,5825
8291,0.3,Premium,F,VS2,60.7,58.0,605
8292,0.5,Ideal,D,SI2,61.3,54.0,1063
8293,0.32,Ideal,G,VS2,61.6,57.0,720
8294,0.35,Ideal,G,VVS1,61.0,56.0,887
8295,0.32,Ideal,G,VS1,61.2,56.0,828
8296,0.3,Premium,E,VS2,62.1,58.0,844
8297,0.32,Ideal,D,SI1,62.6,55.0,756
8298,1.05,Very Good,E,SI2,62.9,57.0,4398
8299,0.54,Ideal,F,VS1,60.9,57.0,1772
8300,0.31,Premium,G,SI1,61.7,55.0,593
8301,0.32,Very Good,H,VS2,62.8,55.0,505
8302,1.2,Very Good,I,SI1,60.0,60.0,5408
8303,0.65,Ideal,H,SI1,61.5,55.0,1908
8304,1.03,Ideal,F,VVS2,62.4,55.6,9290
8305,0.32,Ideal,I,VS1,62.1,57.0,605
8306,2.15,Ideal,H,SI2,61.8,57.0,17063
8307,0.7,Very Good,H,SI2,59.9,57.0,2034
8308,0.97,Premium,F,SI2,61.9,58.0,3993
8309,0.77,Good,G,SI1,63.7,54.0,2373
8310,0.26,Ideal,E,VVS1,62.5,56.0,657
8311,2.05,Very Good,H,SI2,63.1,58.0,12401
8312,0.3,Ideal,H,VS1,62.2,57.0,545
8313,0.31,Premium,I,VS2,60.7,61.0,558
8314,1.31,Premium,I,VS2,60.0,58.0,6921
8315,1.35,Ideal,J,VS2,61.8,54.0,6754
8316,0.54,Very Good,D,VS2,61.1,59.0,1583
8317,0.5,Very Good,E,SI1,61.4,63.0,1238
8318,2.06,Premium,H,SI1,62.4,59.0,14863
8319,0.32,Ideal,D,VS2,61.3,56.0,758
8320,0.74,Premium,E,VS2,62.7,58.0,3228
8321,0.33,Ideal,G,IF,61.6,53.0,984
8322,1.0,Very Good,G,VS2,62.7,59.0,6208
8323,0.35,Ideal,H,IF,61.9,55.0,921
8324,0.55,Ideal,D,VS2,61.6,57.0,1673
8325,1.17,Very Good,E,SI2,62.5,59.0,5163
8326,0.35,Premium,D,SI1,60.9,58.0,827
8327,0.31,Premium,G,SI2,61.8,59.0,523
8328,0.98,Ideal,G,SI2,61.7,56.0,4470
8329,0.3,Premium,F,VS2,62.8,58.0,776
8330,0.31,Premium,H,VVS1,63.0,58.0,907
8331,0.36,Premium,D,VS2,61.0,58.0,1094
8332,0.26,Very Good,E,VVS1,62.6,59.0,554
8333,0.3,Good,G,VS1,63.4,55.0,565
8334,0.38,Ideal,E,VVS2,61.6,55.0,1100
8335,0.58,Ideal,G,VVS2,61.8,56.0,2133
8336,0.93,Ideal,H,SI1,61.7,55.0,4317
8337,1.29,Premium,I,VS2,62.2,57.0,6279
8338,1.03,Premium,D,VVS2,61.7,59.0,8469
8339,0.34,Ideal,G,VVS2,62.1,55.0,995
8340,0.31,Premium,I,VVS2,61.7,58.0,544
8341,0.31,Ideal,G,VS1,61.0,56.0,824
8342,1.38,Premium,H,VS1,61.0,60.0,7233
8343,0.52,Ideal,D,SI1,62.5,56.0,1651
8344,0.32,Premium,G,VS2,61.5,60.0,561
8345,0.4,Ideal,E,VVS2,62.5,54.0,926
8346,1.05,Premium,F,SI2,62.6,59.0,4557
8347,0.31,Premium,D,VS2,61.8,57.0,942
8348,0.91,Premium,E,SI2,60.0,60.0,3379
8349,0.3,Premium,D,SI1,62.1,59.0,515
8350,0.34,Premium,I,VS1,59.5,59.0,537
8351,0.3,Very Good,E,VVS2,61.9,59.0,789
8352,1.5,Good,D,SI1,63.1,57.0,11756
8353,0.57,Ideal,F,VVS1,61.3,56.0,3313
8354,0.5,Ideal,E,VS1,61.9,54.1,1759
8355,0.24,Very Good,H,VVS1,62.3,56.0,449
8356,0.32,Very Good,G,SI1,63.5,56.0,612
8357,1.01,Premium,F,VVS2,61.8,55.0,8688
8358,0.4,Ideal,G,VVS1,62.0,56.0,1043
8359,1.21,Premium,H,VS2,59.3,60.0,6974
8360,0.33,Very Good,G,SI1,61.2,56.0,521
